artist,song,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Eiffel 65,Move Your Body - Gabry Ponte Original Radio Edit,0.41995063937102917,1999,0.625,0.7377245508982035,0.9565723969918439,7,0.5361201699772705,1,0.011961722488038277,0.08328114651435765,0.32893401015228424,0.6151533373421527,0.9860947694940635,0.46371459637212264
Sting,Desert Rose,0.4660160691479903,1999,0.6931818181818182,0.5473053892215569,0.639868657981146,0,0.6222946931514972,0,0.0156589821661592,0.011251041004085326,0.0,0.10162357185808778,0.11648304631511391,0.34455553198260325
Melanie C,Never Be The Same Again,0.4882175747549482,1999,0.6818181818181819,0.6706586826347305,0.6674081135472937,3,0.7590176894950095,1,0.053501522401043944,0.09434693797255028,0.0,0.11725796752856284,0.38496095839127176,0.6633075209504615
Christina Aguilera,I Turn to You,0.43299941263007014,1999,0.6818181818181819,0.562874251497006,0.4396780002118419,1,0.6007510623579406,1,0.03131796433231841,0.38933224915899983,0.0,0.10763680096211665,0.2779976468071451,0.44525034475442893
Creed,With Arms Wide Open,0.4359470397094405,1999,0.7159090909090909,0.33652694610778444,0.51276347844508,0,0.5979839905128965,1,0.01522401043932145,0.004334921342714939,0.0009035532994923857,0.11485267588695129,0.11006524762006631,0.5226543439058026
All Saints,Pure Shores,0.41963539954627016,2000,0.6931818181818182,0.6011976047904193,0.6451647071284822,6,0.5591955726850479,1,0.0021748586341887796,0.051005921427962515,0.0004263959390862944,0.057847263980757666,0.39458765643384314,0.2691670202609526
*NSYNC,It's Gonna Be Me,0.2102676574717227,2000,0.6704545454545455,0.6167664670658684,0.8675987713165978,0,0.7830813321474455,0,0.12374945628534147,0.04700994117917074,2.2741116751269034e-06,0.04437763078773302,0.9026633864584448,0.6966094727909198
Nelly Furtado,Turn Off The Light,0.43946587057384423,2000,0.0,0.5485029940119761,0.6610528545704905,2,0.704318608558158,1,0.15115267507612007,0.08594513334688551,0.0003208121827411167,0.47083583884546,0.654508503583271,0.7966810756338178
3 Doors Down,Kryptonite,0.32583673271434965,2000,0.875,0.4982035928143714,0.8580658828513928,11,0.7315940310307343,0,0.011744236624619403,0.006783740008000157,1.1167512690355329e-05,0.1761876127480457,0.5400577601882555,0.25849952264771403
Erykah Badu,Bag Lady,0.6355800682211313,2000,0.6022727272727273,0.7125748502994012,0.38248066942061215,5,0.5707085680403202,0,0.13244889082209654,0.37396309435595454,0.0,0.09067949488875526,0.5774949192426997,0.6043942929882256
Matchbox Twenty,Bent,0.3856514686942605,2000,0.6022727272727273,0.46586826347305393,0.8209935388200401,6,0.6769443620911157,0,0.033492822966507185,0.041374584418054125,3.9086294416243655e-06,0.42513529765484065,0.5229436303347952,0.2350230720271561
Backstreet Boys,Shape of My Heart,0.31549040000431094,2000,0.7840909090909092,0.534131736526946,0.7743883063234827,9,0.7985472872813519,1,0.01391909525880819,0.2581821281730132,0.0,0.16536380036079373,0.5133169322922237,0.2392264241009866
Fuel,Hemorrhage (In My Hands),0.33373928319313695,2000,0.5454545454545455,0.22035928143712574,0.8220527486495074,1,0.821227394011266,1,0.03740756850804698,0.00011045299251788559,0.0003461928934010152,0.2627781118460613,0.3143651727457482,0.6100495915985997
Westlife,My Love,0.31998189391775744,2000,0.7613636363636364,0.4335329341317365,0.5699608092363097,0,0.7184010277695425,1,0.00500217485863419,0.1003921388617481,0.0,0.2832230907997595,0.31008664028238314,0.5577264771401295
Britney Spears,Oops!...I Did It Again,0.2644781299003627,2000,0.8636363636363636,0.7449101796407187,0.825230378137909,1,0.7446387983002274,0,0.04458460200086996,0.3073634235427582,1.796954314720812e-05,0.4010823812387252,0.91549898384854,0.23227166648986952
Joe,I Wanna Know,0.49493460794404354,2000,0.7272727272727273,0.7137724550898203,0.4576845673127846,8,0.7191916197252693,0,0.029578077424967375,0.26637901073463743,1.1065989847715736e-05,0.49248346361996387,0.5999572146753663,0.5043160602524664
Madonna,Don't Tell Me,0.45257930841232286,2000,0.5909090909090909,0.6826347305389222,0.5964410549729902,7,0.6510524755410614,1,0.07872988255763376,0.05141576555604373,0.0009390862944162437,0.0840649428743235,0.6855278639426677,0.2648377002227644
Jagged Edge,Promise,0.3602894817672829,2000,0.625,0.7449101796407187,0.5434805634996291,5,0.7452811542642555,0,0.13919095258808178,0.13932733102946288,0.0,0.008779314491882139,0.6502299711199059,0.45072000636469733
Enya,Only Time,0.28437865422232755,2000,0.7727272727272727,0.3461077844311377,0.2055926278995869,3,0.3345192212669237,1,0.015006524575902569,0.8616776067725921,0.6710659898477157,0.10883944678292244,0.1870788319606375,0.15105547894346028
Ronan Keating,Lovin' Each Day,0.2693630000053887,2000,0.6477272727272727,0.4934131736526947,0.8940790170532782,1,0.704269196560925,1,0.08721183123097,0.018218391181465864,2.9949238578680202e-06,0.31809981960312683,0.8459728313188576,0.3093309112124749
Steps,It's the Way You Make Me Feel,0.2272959967236613,2000,0.5909090909090909,0.5317365269461078,0.6462239169579493,8,0.7625753532957802,1,0.0015224010439321492,0.1106382420637783,2.1218274111675124e-06,0.08839446782922429,0.33040966948336714,0.29825899013471946
Lenny Kravitz,Again,0.31972862431495963,2000,0.7613636363636364,0.5041916167664671,0.7934540832538926,2,0.755805909674869,1,0.00848194867333623,0.015144560220856803,4.395939086294416e-05,0.10042092603728202,0.803187506685207,0.12694255860825288
Tamia,Stranger in My House,0.4644695079564376,2000,0.5340909090909091,0.6550898203592816,0.5784344878720474,0,0.7712718648087756,1,0.014136581122227057,0.1055151904627632,0.0,0.15093205051112446,0.17959140014974861,0.3972698101198685
Roger Sanchez,Another Chance,0.9158282724318731,2000,0.5568181818181819,0.5760479041916169,0.810401440525368,3,0.5180847909872517,1,0.017398869073510223,0.0001965202594149393,0.1482233502538071,0.14010823812387252,0.4405818804150176,0.45066033732894883
Joe,Stutter (feat. Mystikal) - Double Take Remix,0.2695058009516471,2000,0.6363636363636364,0.7640718562874251,0.7457896409278678,6,0.6916691372665283,1,0.2040017398869074,0.05254283690826704,0.0,0.34696331930246543,0.6833885977109851,0.19869788904211316
Musiq Soulchild,Love,0.5164167201047566,2000,0.7084703119758471,0.5269461077844311,0.3496451647071285,1,0.5235201106828737,0,0.05806872553284037,0.3503970569912851,0.0,0.07949488875526158,0.32185260455663706,0.26333271454333307
3LW,No More (Baby I'ma Do Right),0.40533913877557615,2000,0.625,0.7089820359281438,0.7076580870670479,2,0.6638007708271569,0,0.08677685950413223,0.10449058014256017,4.467005076142132e-06,0.052435357787131695,0.7732377794416515,0.19169672218096967
Lifehouse,Hanging By A Moment,0.27848878877854,2000,0.6818181818181819,0.48862275449101805,0.8506514140451222,1,0.7713706888032414,1,0.025445846020008697,0.0009701010511682197,0.0,0.07179795550210462,0.4962028024387634,0.4281584809589478
Linkin Park,In the End,0.27988985466635774,2000,0.9318181818181819,0.5113772455089822,0.8570066730219256,3,0.723589287479,0,0.07655502392344497,0.009796094349397037,0.0,0.22549609140108237,0.3871002246229543,0.29916728545666704
Kylie Minogue,Spinning Around,0.25560291637253263,2000,0.6136363636363636,0.7568862275449102,0.6430462874695477,6,0.6358829923905525,0,0.06872553284036538,0.29916654098113404,6.284263959390863e-05,0.08911605532170776,0.6341854743822869,0.3979526890845445
Nelly Furtado,I'm Like A Bird,0.3506975691506846,2000,0.0,0.5904191616766468,0.5858489566783179,10,0.7623777053068486,1,0.02783819051761635,0.1413765516698689,5.461928934010152e-06,0.30246542393265186,0.6085142796020965,0.19652328418372766
Shaggy,It Wasn't Me,0.3087733668152156,2000,0.8522727272727273,0.8670658682634731,0.5837305370193835,0,0.7865401719537504,1,0.10461070030448023,0.05746096644524154,0.0,0.35057125676488277,0.658787036046636,0.2303224779887557
Britney Spears,Lucky,0.2511841701109536,2000,0.7272727272727273,0.761676646706587,0.7796843554708187,8,0.7316434430279672,1,0.018486298390604616,0.26842823137504346,0.00015634517766497462,0.05460012026458208,0.992512568189111,0.23209265938262436
The Corrs,Breathless,0.25463294768096656,2000,0.7613636363636364,0.5724550898203593,0.810401440525368,11,0.6304970846921634,1,0.0793823401478904,0.0554117458048355,6.903553299492385e-05,0.29765484064942876,0.7807252112525404,0.44399729500371277
Ronan Keating,Life Is A Rollercoaster,0.3282427939409289,2000,0.6590909090909092,0.629940119760479,0.7796843554708187,0,0.5727344599268702,1,0.01522401043932145,0.10244135950215415,0.00012588832487309644,0.375826819001804,0.8812707241416194,0.3909117428662353
Carl Thomas,I Wish,0.30651010653489463,2000,0.5795454545454546,0.7269461077844313,0.6472831267874166,1,0.7700859768751853,1,0.022836015658982176,0.06073971946989121,3.878172588832487e-05,0.10282621767889356,0.19884479623489143,0.19760395672005948
P!nk,There You Go,0.24195330139621607,2000,0.6136363636363636,0.829940119760479,0.8390001059209828,10,0.6811443818559146,0,0.1489778164419313,0.08748204882719005,0.0,0.02850270595309681,0.6737618996684138,0.31749893921714234
Toni Braxton,He Wasn't Man Enough,0.4012787420583813,2000,0.7386363636363636,0.7305389221556886,0.9449210888677045,11,0.9189643245379979,0,0.038929969551979124,0.009365758014911768,3.187817258883248e-05,0.3662056524353578,0.7785859450208579,0.185570701177469
Avant,Separated,0.3842153761592473,2000,0.6136363636363636,0.8011976047904192,0.4502700985065141,0,0.7387093586322759,1,0.009569377990430623,0.25305907657199816,0.0,0.25917017438364404,0.6470210717723821,0.3197066935398325
Kylie Minogue,Spinning Around,0.25560291637253263,2000,0.6136363636363636,0.7568862275449102,0.6430462874695477,6,0.6358829923905525,0,0.06872553284036538,0.29916654098113404,6.284263959390863e-05,0.08911605532170776,0.6341854743822869,0.3979526890845445
Ruff Endz,No More,0.3490809546647411,2000,0.5795454545454546,0.8502994011976048,0.6208028810507361,10,0.7335210989228185,0,0.1361461505002175,0.03317770185642996,4.629441624365482e-06,0.046542393265183404,0.9507968766713017,0.24520658746154667
Vengaboys,Shalala Lala,0.27433678390714167,2000,0.6477272727272727,0.7449101796407187,0.8961974367122126,2,0.7269493032908391,1,0.02087864288821227,0.05162068762008433,0.003126903553299492,0.021647624774503906,0.9999999999999999,0.4242998833138857
Debelah Morgan,Dance with Me,0.2885818518857808,2000,0.5454545454545455,0.8634730538922155,0.6557568054231543,7,0.6192805613202886,0,0.03066550674206177,0.3165849164245854,0.0006548223350253806,0.016957306073361395,0.750775484008985,0.36455128885117216
Moloko,The Time Is Now,0.5530977027908155,2000,0.6022727272727273,0.6622754491017966,0.7288422836563923,9,0.4876964126890009,0,0.3083949543279687,0.3585939395529092,0.00013096446700507612,0.30727600721587495,0.5432666595357792,0.45045481065025994
Limp Bizkit,Take A Look Around,0.5605341294261558,2000,0.8068181818181819,0.35449101796407184,0.844296155068319,11,0.73658464275126,1,0.049586776859504134,0.01791100808540496,0.31065989847715736,0.08659049909801564,0.5068991335971762,0.27811737562321004
Sonique,It Feels So Good,0.3445167130994272,2000,0.6931818181818182,0.6047904191616766,0.658934434911556,5,0.6540171953750371,0,0.0156589821661592,0.011968268228227441,0.0010456852791878174,0.12567648827420325,0.5561022569258744,0.49719555531982607
Linkin Park,In the End,0.27988985466635774,2000,0.9318181818181819,0.5113772455089822,0.8570066730219256,3,0.723589287479,0,0.07655502392344497,0.009796094349397037,0.0,0.22549609140108237,0.3871002246229543,0.29916728545666704
Alice Deejay,Better Off Alone,0.27450922278564227,2000,0.8181818181818182,0.6491017964071857,0.8739540302934011,8,0.709803340251013,0,0.06959547629404089,0.0018348721614195689,0.7015228426395939,0.3168971737823211,0.7957000748743182,0.5100641773628939
Bomfunk MC's,Freestyler,0.5209082140182031,2000,0.6136363636363636,0.829940119760479,0.9184408431310243,11,0.7271469512797708,0,0.1646367986080905,0.029796487799759994,0.3299492385786802,0.27720986169573064,0.5667985880842871,0.6882292882147025
Robbie Williams,Rock DJ,0.39219067428990206,2000,0.7613636363636364,0.6934131736526947,0.7595593687109417,7,0.8029449550350826,1,0.019573727707698996,0.027337423031272748,0.0,0.5357787131689717,0.8802010910257781,0.2851914713058238
*NSYNC,Bye Bye Bye,0.23591794064869354,2000,0.7272727272727273,0.5808383233532934,0.9247961021078276,8,0.7761636525348354,0,0.0617659852109613,0.04178442854613534,0.0010558375634517766,0.07576668671076368,0.8994544871109209,0.7467712421767265
Bon Jovi,It's My Life,0.3004019981355046,2000,0.875,0.5053892215568863,0.9089079546658193,0,0.8128767664789012,0,0.05089169204001741,0.026927578903191536,1.3705583756345177e-05,0.391461214672279,0.5411273933040968,0.397614564548637
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,0.16945622477407812,2000,0.39772727272727276,0.8658682634730539,0.7362567524626628,8,0.7590176894950095,1,0.31491953023053504,0.44466120644996293,0.0,0.2928442573662057,0.9582843084821907,0.07953882465259371
Mýa,Case Of The Ex (Whatcha Gonna Do),0.3338470574921998,2000,0.6590909090909092,0.7700598802395211,0.6705857430356953,1,0.780660144283032,0,0.03762505437146586,0.05612897302897762,9.939086294416243e-05,0.0613349368610944,0.33147930259920844,0.25180996075103435
Madonna,Music,0.30438964720083206,2000,0.6477272727272727,0.7269461077844313,0.7913356635949582,7,0.5923016108311099,1,0.09373640713353633,0.0015069968589546024,0.08893401015228426,0.14251352976548406,0.8908974221841909,0.39669963933382846
Craig David,Fill Me In,0.38852634812176334,2000,0.6704545454545455,0.6622754491017966,0.7299014934858595,8,0.6686925585532167,1,0.028925619834710745,0.3852338078781878,0.00965482233502538,0.046301864101022244,0.8438335650871751,0.48049485520313995
Oasis,Go Let It Out,0.44636342571387,2000,0.7084703119758471,0.3341317365269461,0.8411185255799173,2,0.7353987548176697,1,0.021966072205306664,0.013915027836613178,2.548223350253807e-05,0.6476247745039087,0.6309765750347631,0.16026440012729393
P!nk,Most Girls,0.5010427163434336,2000,0.5795454545454546,0.7341317365269462,0.7171909755322529,2,0.7148927759660046,0,0.01718138321009134,0.04342380505846016,0.004527918781725889,0.09561034275405894,0.7015723606802866,0.25129282910788164
Craig David,Fill Me In,0.38852634812176334,2000,0.6704545454545455,0.6622754491017966,0.7299014934858595,8,0.6686925585532167,1,0.028925619834710745,0.3852338078781878,0.00965482233502538,0.046301864101022244,0.8438335650871751,0.48049485520313995
Mary Mary,Shackles (Praise You),0.2299526331955618,2000,0.7159090909090909,0.7784431137724552,0.825230378137909,7,0.8766182429093784,1,0.3018703784254024,0.035124461464815696,0.0,0.08069753457606735,0.8149534709594609,0.26811949718892547
Madonna,American Pie,0.432533288786623,2000,0.6477272727272727,0.6011976047904193,0.7193093951911873,5,0.6440359719339857,0,0.02783819051761635,0.35654471891250317,0.0,0.1365003006614552,0.5914001497486362,0.4244258512782434
Jagged Edge,He Can't Love U,0.3531036303772639,2000,0.6136363636363636,0.7089820359281438,0.8273487977968434,8,0.8173732582270976,0,0.39756415832970854,0.11473668334459038,0.0,0.25676488274203246,0.5026206011338111,0.4392967009653125
Baha Men,Who Let The Dogs Out,0.23009812849929678,2000,0.7272727272727273,0.8862275449101797,0.8813684990996716,0,0.7910366637019468,1,0.16550674206176602,0.06196925185413483,0.0,0.15213469633193022,0.7978393411060006,0.45880184576217253
Sammie,I Like It,0.37192910606607643,2000,0.6136363636363636,0.8347305389221558,0.6366910284927444,9,0.592202786836644,1,0.08373205741626795,0.010328891715902608,0.0001147208121827411,0.006855081178592907,0.8705743929832067,0.4637212262649836
Ricky Martin,She Bangs - English Version,0.45164436636795224,2000,0.6704545454545455,0.6000000000000001,0.9480987183561062,1,0.8153967783377805,1,0.12483688560243587,0.0009178459248378657,6.609137055837563e-06,0.4227300060132291,0.8769921916782544,0.5558966267105125
Craig David,7 Days,0.3290699616862367,2000,0.7840909090909092,0.6347305389221558,0.8019277618896303,4,0.64309714398656,0,0.055458895171813835,0.23564070112854676,0.0,0.08851473241130488,0.9090811851534923,0.15245438633711683
Kandi,Don't Think I'm Not,0.35170256448944615,2000,0.6136363636363636,0.874251497005988,0.6006778942908589,11,0.608656981915209,1,0.04632448890822097,0.06770706964727176,0.0,0.021527360192423326,0.4223981174457161,0.4905325129945901
Gary Jules,Mad World (Feat. Michael Andrews),0.2061345131026604,2001,0.7272727272727273,0.2586826347305389,0.0033894714542950927,3,0.16291135487696418,1,0.03088299260548065,0.9999999999999999,0.0003715736040609137,0.09801563439567047,0.2844154455021927,0.7564575156465472
The Supermen Lovers,Starlight - Radio Edit,0.327094997655909,2001,0.6818181818181819,0.7305389221556886,0.6610528545704905,0,0.7626741772902461,1,0.03066550674206177,0.00041476225761818264,0.01898477157360406,0.4419723391461215,0.7999786073376832,0.44730561154131754
Puddle Of Mudd,Blurry,0.5144067294272334,2001,0.7159090909090909,0.362874251497006,0.9332697807435653,3,0.7894554797904931,0,0.07177033492822968,0.007060384794454973,0.0,0.14251352976548406,0.49299390309123964,0.6460830592977618
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,0.2805365004607351,2001,0.6022727272727273,0.8598802395209582,0.8707764008049994,2,0.7456270382448859,1,0.056763810352327096,0.12703200718702662,0.0,0.15213469633193022,0.7764466787891753,0.4708881404476505
Destiny's Child,"Independent Women, Pt. 1",0.2913489570142208,2001,0.7272727272727273,0.7197604790419161,0.5794936977015146,6,0.826761537701354,0,0.39756415832970854,0.37088926339534545,3.746192893401015e-06,0.17739025856885146,0.9507968766713017,0.25150498567943147
Creed,My Sacrifice,0.4892953177455772,2001,0.7727272727272727,0.22874251497005987,0.8739540302934011,2,0.7154363079355668,1,0.059156154849934764,8.381312419260706e-05,4.375634517766498e-06,0.06554419723391461,0.2341426890576532,0.572358650684205
Ja Rule,Livin' It Up,0.3881653042199027,2001,0.7159090909090909,0.8922155688622755,0.7553225293930728,6,0.8117402905425437,1,0.6259243149195303,0.056743739221099425,0.0,0.023451593505712572,0.6395336399614933,0.3054789434602737
Janet Jackson,All For You,0.5844950504653155,2001,0.7272727272727273,0.7473053892215569,0.9311513610846309,2,0.8648581875679415,1,0.1096128751631144,0.017808547053384655,0.06598984771573604,0.1280817799158148,0.7400791528505722,0.3547390474169938
Faith Hill,There You'll Be,0.2940082878435979,2001,0.6704545454545455,0.22994011976047907,0.48310560321999785,8,0.6297064927364364,1,0.016093953892996962,0.5256054217460016,0.0,0.126879134095009,0.14108460797946307,0.457204041582688
Alicia Keys,A Woman's Worth,0.5128251415884854,2001,0.5795454545454546,0.6263473053892217,0.37612541044380887,4,0.6023816582666272,0,0.29317094388864723,0.34117556410945793,0.0,0.05111244738424535,0.48871537062787457,0.09991911530709668
P!nk,Don't Let Me Get Me - Radio Edit,0.26321986495880323,2001,0.6704545454545455,0.5928143712574852,0.8421777354093846,0,0.7787330763909478,0,0.11396259243149197,0.0023779156311271696,0.0,0.04882742032471438,0.6170713445288266,0.25529065450302335
Sunshine Anderson,Heard It All Before,0.4925986000118552,2001,0.625,0.6802395209580838,0.9216184726194259,3,0.8056626148828936,0,0.41931274467159635,0.06289140114231756,0.0,0.08839446782922429,0.6844582308268264,0.24485520313991727
S Club 7,Have You Ever,0.2385395504733986,2001,0.6704545454545455,0.5461077844311377,0.6854146806482363,0,0.7303093191026782,1,0.02022618529795564,0.551220679751077,0.0,0.2339146121467228,0.5047598673654936,0.529662140659807
Destiny's Child,Bootylicious,0.2557106906715956,2001,0.7159090909090909,0.851497005988024,0.8262895879673763,1,0.7969166913726653,0,0.5476294040887344,0.002859482481622589,1.1269035532994923e-06,0.1569452796151533,0.6406032730773344,0.2874522647714014
Atomic Kitten,Whole Again,0.19402876496041987,2001,0.7386363636363636,0.7401197604790419,0.6896515199661052,4,0.7837236881114735,1,0.03936494127881689,0.08645743850698702,0.003604060913705584,0.1834034876728803,0.5657289549684458,0.22541635727166653
Robbie Williams,Eternity,0.5112812747544093,2001,0.5340909090909091,0.407185628742515,0.27655968647389045,10,0.6131040616661726,1,0.007177033492822969,0.5163839288641743,6.1319796954314714e-06,0.0846662657847264,0.17210396833885977,0.11899331706799621
Robbie Williams,Somethin' Stupid,0.1549066944005863,2001,0.7159090909090909,0.6287425149700601,0.48734244253786674,0,0.4115525249530586,1,0.006307090039147464,0.4395381548489478,5.705583756345178e-06,0.1834034876728803,0.6833885977109851,0.3061154131749232
Gabrielle,Rise,0.2858524677620128,2001,0.6704545454545455,0.5137724550898204,0.4513293083359813,8,0.5448660934874988,1,0.006089604175728576,0.32273257834580354,8.964467005076141e-06,0.08238123872519543,0.6341854743822869,0.5612469502492841
Default,Wasting My Time,0.41949259860001187,2001,0.44318181818181823,0.37604790419161677,0.7563817392225399,2,0.7404387785354285,1,0.017398869073510223,0.00139428972373227,0.0,0.05556223692122669,0.14108460797946307,0.5831255966903577
A1,Caught in the Middle,0.2518308159053311,2001,0.5909090909090909,0.4670658682634731,0.8675987713165978,5,0.7605494614092302,1,0.023488473249238806,0.05366990826049037,0.0,0.26638604930847865,0.5710771205476521,0.23902752731515864
*NSYNC,Girlfriend,0.3788266612061022,2001,0.5568181818181819,0.7377245508982035,0.7966317127422943,0,0.7571400336001581,0,0.14180078294910836,0.09086326288386001,1.5126903553299491e-05,0.008177991581479253,0.8769921916782544,0.22507160284289807
Michelle Branch,All You Wanted,0.28204534064761577,2001,0.6704545454545455,0.4431137724550898,0.7044804575786463,8,0.563939124419409,1,0.011744236624619403,0.004755011573998177,0.0030761421319796954,0.12086590499098014,0.6566477698149535,0.23923305399384753
Mary J. Blige,Rainy Dayz,0.4401852640200892,2001,0.3522727272727273,0.3389221556886227,0.6483423366168838,6,0.6679019665974899,1,0.4475859069160505,0.19977933992144106,0.0,0.34095009019843653,0.5293614290298428,0.05915853399809057
